/trs80/Model 4/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%204/Games/%5BAPP%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%204%20-%20Games%20-%20%5BAPP%5D%20%28TOSEC-v2025-01-15%29.zip/
/trs80/Demo [BAS]/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%204/Demos/%5BBAS%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%204%20-%20Demos%20-%20%5BBAS%5D%20%28TOSEC-v2025-01-15%29.zip/
/trs80/Demo [CMD]/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%204/Demos/%5BCMD%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%204%20-%20Demos%20-%20%5BCMD%5D%20%28TOSEC-v2025-01-15%29.zip/
/trs80/Demo [DSK]/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%204/Demos/%5BDSK%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%204%20-%20Demos%20-%20%5BDSK%5D%20%28TOSEC-v2025-01-15%29.zip/
/trs80/Demo [GRA]/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%204/Demos/%5BGRA%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%204%20-%20Demos%20-%20%5BGRA%5D%20%28TOSEC-v2025-01-15%29.zip/
/trs80/Edu [BAS]/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%204/Educational/%5BBAS%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%204%20-%20Educational%20-%20%5BBAS%5D%20%28TOSEC-v2025-01-15%29.zip/
/trs80/Edu [CMD]/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%204/Educational/%5BCMD%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%204%20-%20Educational%20-%20%5BCMD%5D%20%28TOSEC-v2025-01-15%29.zip/
/trs80/Edu [DSK]/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%204/Educational/%5BDSK%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%204%20-%20Educational%20-%20%5BDSK%5D%20%28TOSEC-v2025-01-15%29.zip/
/trs80/Edu [JCL]/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%204/Educational/%5BJCL%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%204%20-%20Educational%20-%20%5BJCL%5D%20%28TOSEC-v2025-01-15%29.zip/
/trs80/Edu [LST]/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%204/Educational/%5BLST%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%204%20-%20Educational%20-%20%5BLST%5D%20%28TOSEC-v2025-01-15%29.zip/
/trs80/Demo [BAS]/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%20III/Demos/%5BBAS%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%20III%20-%20Demos%20-%20%5BBAS%5D%20%28TOSEC-v2024-07-03%29.zip/
/trs80/Demo [CMD]/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%20III/Demos/%5BCMD%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%20III%20-%20Demos%20-%20%5BCMD%5D%20%28TOSEC-v2024-07-03%29.zip/
/trs80/Edu [BAS]/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%20III/Educational/%5BBAS%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%20III%20-%20Educational%20-%20%5BBAS%5D%20%28TOSEC-v2024-07-03%29.zip/
/trs80/Edu [CMD]/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%20III/Educational/%5BCMD%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%20III%20-%20Educational%20-%20%5BCMD%5D%20%28TOSEC-v2024-07-03%29.zip/
/trs80/Edu [DMK]/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%20III/Educational/%5BDMK%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%20III%20-%20Educational%20-%20%5BDMK%5D%20%28TOSEC-v2024-07-03%29.zip/
/trs80/Edu [DSK]/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%20III/Educational/%5BDSK%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%20III%20-%20Educational%20-%20%5BDSK%5D%20%28TOSEC-v2024-07-03%29.zip/
/trs80/MAME/	mame_libretro trs80m3 -quik		https://archive.org/download/mame-sl/mame-sl/trs80_quik.zip/trs80_quik/
/trs80/Cass MAME/	mame_libretro trs80m3 -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 2 -cass		https://archive.org/download/mame-sl/mame-sl/trs80_cass.zip/trs80_cass/
/trs80/Flop MAME/	mame_libretro trs80m3 -flop1		https://archive.org/download/mame-sl/mame-sl/trs80_flop.zip/trs80_flop/
/trs80/Model II MAME/	mame_libretro trs80m2 -flop1		https://archive.org/download/mame-sl/mame-sl/trs80m2.zip/trs80m2/
/sorcerer/Cart MAME/	mame_libretro sorcerer -cart		https://archive.org/download/mame-sl/mame-sl/sorcerer_cart.zip/sorcerer_cart/
/sorcerer/Cass MAME/	mame_libretro sorcerer -cart sorcerer_cart:basicpac -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 5 -cass1		https://archive.org/download/mame-sl/mame-sl/sorcerer_cass.zip/sorcerer_cass/
/sorcerer/Flop MAME/	mame_libretro sorcererd -flop1		https://archive.org/download/mame-sl/mame-sl/sorcerer_flop.zip/sorcerer_flop/
/z80ne/Cass MAME/	mame_libretro z80net -cass1		https://archive.org/download/mame-sl/mame-sl/z80ne_cass.zip/z80ne_cass/
/z80ne/Flop MAME/	mame_libretro z80netf -flop1		https://archive.org/download/mame-sl/mame-sl/z80ne_flop.zip/z80ne_flop/
/osborne1/MAME/	mame_libretro osborne1 -flop1		https://archive.org/download/mame-sl/mame-sl/osborne1.zip/osborne1/
/jupace/MAME/	mame_libretro jupace -cass		https://archive.org/download/mame-sl/mame-sl/jupace_cass.zip/jupace_cass/
/nascom/Snap MAME/	mame_libretro nascom2 -dump1		https://archive.org/download/mame-sl/mame-sl/nascom_snap.zip/nascom_snap/
/nascom/Flop MAME/	mame_libretro nascom2 -flop1		https://archive.org/download/mame-sl/mame-sl/nascom_flop.zip/nascom_flop/
/abc80/Flop MAME/	mame_libretro abc80 -flop1		https://archive.org/download/mame-sl/mame-sl/abc80_flop.zip/abc80_flop/
/abc80/Cass MAME/	mame_libretro abc80 -cass		https://archive.org/download/mame-sl/mame-sl/abc80_cass.zip/abc80_cass/
/abc80/ROM MAME/	mame_libretro abc80 -cart		https://archive.org/download/mame-sl/mame-sl/abc80_rom.zip/abc80_rom/
/kaypro/MAME/	mame_libretro kaypro2x -flop1		https://archive.org/download/mame-sl/mame-sl/kaypro.zip/kaypro/
/galaxy/MAME/	mame_libretro galaxy -autoboot_command 'OLD\nRUN\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/galaxy.zip/galaxy/
/special/MAME/	mame_libretro special -autoboot_command 'I\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/special_cass.zip/special_cass/
/special/Flop MAME/	mame_libretro specimx -flop1		https://archive.org/download/mame-sl/mame-sl/special_flop.zip/special_flop/
/apogee/MAME/	mame_libretro apogee -autoboot_command 'I\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/apogee.zip/apogee/
/radio86/MAME/	mame_libretro radio86 -autoboot_command 'I\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/radio86_cass.zip/radio86_cass/
/mikrosha/MAME/	mame_libretro mikrosha -autoboot_command 'I\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/mikrosha_cass.zip/mikrosha_cass/
/partner/Cass MAME/	mame_libretro partner -cass		https://archive.org/download/mame-sl/mame-sl/partner_cass.zip/partner_cass/
/partner/Flop MAME/	mame_libretro partner -flop1		https://archive.org/download/mame-sl/mame-sl/partner_flop.zip/partner_flop/
/korvet/MAME/	mame_libretro korvet -flop1		https://archive.org/download/mame-sl/mame-sl/korvet_flop.zip/korvet_flop/
/atom/TOSEC/	mame_libretro atom -flop1		https://archive.org/download/tosec-main/Acorn/Atom/Compilations/Games/Acorn%20Atom%20-%20Compilations%20-%20Games%20%28TOSEC-v2018-03-08%29.zip/
/atom/MAME/	mame_libretro atom -flop1		https://archive.org/download/mame-sl/mame-sl/atom_flop.zip/atom_flop/
/atom/ROM MAME/	mame_libretro atom -cart		https://archive.org/download/mame-sl/mame-sl/atom_rom.zip/atom_rom/
/atom/Cass MAME/	mame_libretro atom -cass		https://archive.org/download/mame-sl/mame-sl/atom_cass.zip/atom_cass/
/interact/MAME/	mame_libretro interact -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/interact.zip/interact/
/spc1000/MAME/	mame_libretro spc1000 -autoboot_command 'LOAD\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/spc1000_cass.zip/spc1000_cass/
/cgenie/TOSEC/	mame_libretro cgenie -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 2 -cass		https://archive.org/download/tosec-main/EACA/EG2000%20Colour%20Genie/Compilations/Games/%5BCGD%5D/EACA%20EG2000%20Colour%20Genie%20-%20Compilations%20-%20Games%20-%20%5BCGD%5D%20%28TOSEC-v2020-10-26%29.zip/
/cgenie/Demo/	mame_libretro cgenie -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 2 -cass		https://archive.org/download/tosec-main/EACA/EG2000%20Colour%20Genie/Demos/EACA%20EG2000%20Colour%20Genie%20-%20Demos%20%28TOSEC-v2021-02-12%29.zip/
/cgenie/Edu/	mame_libretro cgenie -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 2 -cass		https://archive.org/download/tosec-main/EACA/EG2000%20Colour%20Genie/Educational/EACA%20EG2000%20Colour%20Genie%20-%20Educational%20%28TOSEC-v2021-02-12%29.zip/
/cgenie/Cass MAME/	mame_libretro cgenie -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 2 -cass		https://archive.org/download/mame-sl/mame-sl/cgenie_cass.zip/cgenie_cass/
/dragon64/TOSEC/	mame_libretro dragon64 -autoboot_command 'CLOAD\n' -autoboot_delay 4 -cass		https://archive.org/download/tosec-main/Dragon%20Data/Dragon/Games/%5BBIN%5D/Dragon%20Data%20Dragon%20-%20Games%20-%20%5BBIN%5D%20%28TOSEC-v2025-01-15%29.zip/
/dragon64/Demo/	mame_libretro dragon64 -autoboot_command 'CLOAD\n' -autoboot_delay 4 -cass		https://archive.org/download/tosec-main/Dragon%20Data/Dragon/Demos/Dragon%20Data%20Dragon%20-%20Demos%20%28TOSEC-v2014-01-23%29.zip/
/dragon64/Edu/	mame_libretro dragon64 -autoboot_command 'CLOAD\n' -autoboot_delay 4 -cass		https://archive.org/download/tosec-main/Dragon%20Data/Dragon/Educational/Dragon%20Data%20Dragon%20-%20Educational%20%28TOSEC-v2014-01-23%29.zip/
/dragon64/MAME/	mame_libretro dragon64 -autoboot_command 'CLOAD\n' -autoboot_delay 4 -cass		https://archive.org/download/mame-sl/mame-sl/dragon_cass.zip/dragon_cass/
/dragon64/Flop MAME/	mame_libretro dragon64 -flop1		https://archive.org/download/mame-sl/mame-sl/dragon_flop.zip/dragon_flop/
/dragon64/Cart MAME/	mame_libretro dragon64 -cart		https://archive.org/download/mame-sl/mame-sl/dragon_cart.zip/dragon_cart/
/dragon64/OS-9 MAME/	mame_libretro dragon64 -flop1		https://archive.org/download/mame-sl/mame-sl/dragon_os9.zip/dragon_os9/
/dragon64/Flex MAME/	mame_libretro dragon64 -flop1		https://archive.org/download/mame-sl/mame-sl/dragon_flex.zip/dragon_flex/
/dragon64/Alpha Flop MAME/	mame_libretro dragon64 -flop1		https://archive.org/download/mame-sl/mame-sl/dgnalpha_flop.zip/dgnalpha_flop/
/oricatmos/TAP/	mame_libretro orica -autoboot_command 'CLOAD""\n' -autoboot_delay 4 -cass		https://archive.org/download/tosec-main/Tangerine/Oric-1%20%26%20Oric%20Atmos/Compilations/Games/%5BDSK%5D/Tangerine%20Oric-1%20%26%20Oric%20Atmos%20-%20Compilations%20-%20Games%20-%20%5BDSK%5D%20%28TOSEC-v2021-12-11%29.zip/
/oricatmos/Demo [DSK]/	mame_libretro orica -autoboot_command 'CLOAD""\n' -autoboot_delay 4 -cass		https://archive.org/download/tosec-main/Tangerine/Oric-1%20%26%20Oric%20Atmos/Demos/%5BDSK%5D/Tangerine%20Oric-1%20%26%20Oric%20Atmos%20-%20Demos%20-%20%5BDSK%5D%20%28TOSEC-v2021-12-11%29.zip/
/oricatmos/Demo [TAP]/	mame_libretro orica -autoboot_command 'CLOAD""\n' -autoboot_delay 4 -cass		https://archive.org/download/tosec-main/Tangerine/Oric-1%20%26%20Oric%20Atmos/Demos/%5BTAP%5D/Tangerine%20Oric-1%20%26%20Oric%20Atmos%20-%20Demos%20-%20%5BTAP%5D%20%28TOSEC-v2025-01-15%29.zip/
/oricatmos/Edu [DSK]/	mame_libretro orica -autoboot_command 'CLOAD""\n' -autoboot_delay 4 -cass		https://archive.org/download/tosec-main/Tangerine/Oric-1%20%26%20Oric%20Atmos/Educational/%5BDSK%5D/Tangerine%20Oric-1%20%26%20Oric%20Atmos%20-%20Educational%20-%20%5BDSK%5D%20%28TOSEC-v2021-12-11%29.zip/
/oricatmos/Edu [TAP]/	mame_libretro orica -autoboot_command 'CLOAD""\n' -autoboot_delay 4 -cass		https://archive.org/download/tosec-main/Tangerine/Oric-1%20%26%20Oric%20Atmos/Educational/%5BTAP%5D/Tangerine%20Oric-1%20%26%20Oric%20Atmos%20-%20Educational%20-%20%5BTAP%5D%20%28TOSEC-v2024-07-03%29.zip/
/oricatmos/MAME/	mame_libretro orica -autoboot_command 'CLOAD""\n' -autoboot_delay 4 -cass		https://archive.org/download/mame-sl/mame-sl/oric1_cass.zip/oric1_cass/
/camplynx/MAME/	mame_libretro lynx48k -autoboot_command 'mload""\n' -autoboot_delay 2 -cass		https://archive.org/download/mame-sl/mame-sl/camplynx_cass.zip/camplynx_cass/
/camplynx/Flop MAME/	mame_libretro lynx128k -flop1		https://archive.org/download/mame-sl/mame-sl/camplynx_flop.zip/camplynx_flop/
/orao/MAME/	mame_libretro orao -cass		https://archive.org/download/mame-sl/mame-sl/orao.zip/orao/
/vg5k/MAME/	mame_libretro vg5k -cass		https://archive.org/download/mame-sl/mame-sl/vg5k.zip/vg5k/
/pegasus/MAME/	mame_libretro pegasus -rom1		https://archive.org/download/mame-sl/mame-sl/pegasus_cart.zip/pegasus_cart/
/juku/MAME/	mame_libretro juku -flop1		https://archive.org/download/mame-sl/mame-sl/juku.zip/juku/
/x07/MAME/	mame_libretro x07 -cass		https://archive.org/download/mame-sl/mame-sl/x07_cass.zip/x07_cass/
/alice/A32 MAME/	mame_libretro alice32 -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/alice32.zip/alice32/
/alice/A90 MAME/	mame_libretro alice90 -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/alice90.zip/alice90/
/mc10/TOSEC/	mame_libretro mc10 -cass		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20MC-10/Various/Tandy%20Radio%20Shack%20TRS-80%20MC-10%20-%20Various%20%28TOSEC-v2014-05-29%29.zip/
/mc10/MAME/	mame_libretro mc10 -cass		https://archive.org/download/mame-sl/mame-sl/mc10.zip/mc10/
/phc25/MAME/	mame_libretro phc25 -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/phc25_cass.zip/phc25_cass/
/laser310/200 VZ/	mame_libretro laser310 -dump		https://archive.org/download/tosec-main/VTech/Laser%20200/Games/%5BVZ%5D/VTech%20Laser%20200%20-%20Games%20-%20%5BVZ%5D%20%28TOSEC-v2025-01-15%29.zip/
/laser310/200 App/	mame_libretro laser310 -dump		https://archive.org/download/tosec-main/VTech/Laser%20200/Applications/VTech%20Laser%20200%20-%20Applications%20%28TOSEC-v2014-07-30%29.zip/
/laser310/310 App/	mame_libretro laser310 -dump		https://archive.org/download/tosec-main/VTech/Laser%20310/Applications/VTech%20Laser%20310%20-%20Applications%20%28TOSEC-v2014-01-21%29.zip/
/laser310/Demo [CVZ]/	mame_libretro laser310 -dump		https://archive.org/download/tosec-main/VTech/Laser%20200/Demos/%5BCVZ%5D/VTech%20Laser%20200%20-%20Demos%20-%20%5BCVZ%5D%20%28TOSEC-v2014-07-30%29.zip/
/laser310/Demo [VZ]/	mame_libretro laser310 -dump		https://archive.org/download/tosec-main/VTech/Laser%20200/Demos/%5BVZ%5D/VTech%20Laser%20200%20-%20Demos%20-%20%5BVZ%5D%20%28TOSEC-v2014-07-30%29.zip/
/laser310/MAME/	mame_libretro laser310 -dump		https://archive.org/download/mame-sl/mame-sl/vz_snap.zip/vz_snap/
/laser310/Cass MAME/	mame_libretro laser310 -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 2 -cass		https://archive.org/download/mame-sl/mame-sl/vz_cass.zip/vz_cass/
/bk/TOSEC/	bk_libretro		https://archive.org/download/tosec-main/Elektronika/BK-0011-411/Games/Elektronika%20BK-0011-411%20-%20Games%20%28TOSEC-v2014-01-23%29.zip/
/bk/App/	bk_libretro		https://archive.org/download/tosec-main/Elektronika/BK-0010-0011M/Applications/Elektronika%20BK-0010-0011M%20-%20Applications%20%28TOSEC-v2014-01-23%29.zip/
/bk/Demo [BIN]/	bk_libretro		https://archive.org/download/tosec-main/Elektronika/BK-0010-0011M/Demos/%5BBIN%5D/Elektronika%20BK-0010-0011M%20-%20Demos%20-%20%5BBIN%5D%20%28TOSEC-v2024-07-03%29.zip/
/bk/Demo [IMG]/	bk_libretro		https://archive.org/download/tosec-main/Elektronika/BK-0010-0011M/Demos/%5BIMG%5D/Elektronika%20BK-0010-0011M%20-%20Demos%20-%20%5BIMG%5D%20%28TOSEC-v2024-01-15%29.zip/
/bk/Demo [Multipart]/	bk_libretro		https://archive.org/download/tosec-main/Elektronika/BK-0010-0011M/Demos/%5BMultipart%5D/Elektronika%20BK-0010-0011M%20-%20Demos%20-%20%5BMultipart%5D%20%28TOSEC-v2025-01-15%29.zip/
/bk/Demo [V0]/	bk_libretro		https://archive.org/download/tosec-main/Elektronika/BK-0010-0011M/Demos/%5BV0%5D/Elektronika%20BK-0010-0011M%20-%20Demos%20-%20%5BV0%5D%20%28TOSEC-v2024-01-15%29.zip/
/bk/Demo [WAV]/	bk_libretro		https://archive.org/download/tosec-main/Elektronika/BK-0010-0011M/Demos/%5BWAV%5D/Elektronika%20BK-0010-0011M%20-%20Demos%20-%20%5BWAV%5D%20%28TOSEC-v2024-07-03%29.zip/
/bk/MAME/	mame_libretro bk0010 -cass		https://archive.org/download/mame-sl/mame-sl/bk0010.zip/bk0010/
/pmd85/MAME/	mame_libretro pmd851 -autoboot_command 'MGLD 00\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/pmd85_cass.zip/pmd85_cass/
/lviv/MAME/	mame_libretro lviv -autoboot_command 'CLOAD ""\nRUN\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/lviv.zip/lviv/
/mc1000/MAME/	mame_libretro mc1000 -autoboot_command 'LOAD\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/mc1000_cass.zip/mc1000_cass/
/pecom64/MAME/	mame_libretro pecom64 -autoboot_command 'PLOAD\nRUN\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/pecom_cass.zip/pecom_cass/
/spc1500/MAME/	mame_libretro spc1500 -autoboot_command 'LOAD\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/spc1500_cass.zip/spc1500_cass/
/orion128/MAME/	mame_libretro orion128 -flop1		https://archive.org/download/mame-sl/mame-sl/orion_flop.zip/orion_flop/
/orion128/Cass MAME/	mame_libretro orion128 -cass		https://archive.org/download/mame-sl/mame-sl/orion_cass.zip/orion_cass/
/videobrain/MAME/	mame_libretro vidbrain -cart		https://archive.org/download/mame-sl/mame-sl/vidbrain.zip/vidbrain/
/super80/Cass MAME/	mame_libretro super80 -cass		https://archive.org/download/mame-sl/mame-sl/super80_cass.zip/super80_cass/
/super80/Flop MAME/	mame_libretro super80r -flop1		https://archive.org/download/mame-sl/mame-sl/super80_flop.zip/super80_flop/
/bbcmicro/TOSEC/	mame_libretro bbcb -flop1		https://archive.org/download/tosec-main/Acorn/BBC/Games/%5BADL%5D/Acorn%20BBC%20-%20Games%20-%20%5BADL%5D%20%28TOSEC-v2013-10-22%29.zip/
/bbcmicro/Demo [BIN]/	mame_libretro bbcb -flop1		https://archive.org/download/tosec-main/Acorn/BBC/Demos/%5BBIN%5D/Acorn%20BBC%20-%20Demos%20-%20%5BBIN%5D%20%28TOSEC-v2013-10-22%29.zip/
/bbcmicro/Demo [SSD]/	mame_libretro bbcb -flop1		https://archive.org/download/tosec-main/Acorn/BBC/Demos/%5BSSD%5D/Acorn%20BBC%20-%20Demos%20-%20%5BSSD%5D%20%28TOSEC-v2024-07-03%29.zip/
/bbcmicro/Edu [ADL]/	mame_libretro bbcb -flop1		https://archive.org/download/tosec-main/Acorn/BBC/Educational/%5BADL%5D/Acorn%20BBC%20-%20Educational%20-%20%5BADL%5D%20%28TOSEC-v2013-10-22%29.zip/
/bbcmicro/Edu [DSD]/	mame_libretro bbcb -flop1		https://archive.org/download/tosec-main/Acorn/BBC/Educational/%5BDSD%5D/Acorn%20BBC%20-%20Educational%20-%20%5BDSD%5D%20%28TOSEC-v2013-10-22%29.zip/
/bbcmicro/Edu [SSD]/	mame_libretro bbcb -flop1		https://archive.org/download/tosec-main/Acorn/BBC/Educational/%5BSSD%5D/Acorn%20BBC%20-%20Educational%20-%20%5BSSD%5D%20%28TOSEC-v2013-10-22%29.zip/
/bbcmicro/Edu [UEF]/	mame_libretro bbcb -flop1		https://archive.org/download/tosec-main/Acorn/BBC/Educational/%5BUEF%5D/Acorn%20BBC%20-%20Educational%20-%20%5BUEF%5D%20%28TOSEC-v2013-10-22%29.zip/
/bbcmicro/Flop MAME/	mame_libretro bbcb -flop1		https://archive.org/download/mame-sl/mame-sl/bbcb_flop.zip/bbcb_flop/
/bbcmicro/Orig MAME/	mame_libretro bbcb -flop1		https://archive.org/download/mame-sl/mame-sl/bbcb_flop_orig.zip/bbcb_flop_orig/
/bbcmicro/Micro Cass MAME/	mame_libretro bbcb -autoboot_command '*T.\nCH.""\n' -autoboot_delay 2 -cass		https://archive.org/download/mame-sl/mame-sl/bbc_cass.zip/bbc_cass/
/bbcmicro/Micro ROM MAME/	mame_libretro bbcb -rom1		https://archive.org/download/mame-sl/mame-sl/bbc_rom.zip/bbc_rom/
/bbcmicro/Master Cart MAME/	mame_libretro bbcm -cart		https://archive.org/download/mame-sl/mame-sl/bbcm_cart.zip/bbcm_cart/
/bbcmicro/Master Flop MAME/	mame_libretro bbcm -flop1		https://archive.org/download/mame-sl/mame-sl/bbcm_flop.zip/bbcm_flop/
/bbcmicro/Master Compact Flop MAME/	mame_libretro bbcmc -flop1		https://archive.org/download/mame-sl/mame-sl/bbcmc_flop.zip/bbcmc_flop/
/ti99/MAME/	mame_libretro ti99_4a		https://archive.org/download/mame-sl/mame-sl/ti99_cart.zip/ti99_cart/
/mbee/Cart MAME/	mame_libretro mbee -rom2		https://archive.org/download/mame-sl/mame-sl/mbee_cart.zip/mbee_cart/
/mbee/Quik MAME/	mame_libretro mbee -quik		https://archive.org/download/mame-sl/mame-sl/mbee_quik.zip/mbee_quik/
/mbee/Flop MAME/	mame_libretro mbee56 -flop1		https://archive.org/download/mame-sl/mame-sl/mbee_flop.zip/mbee_flop/
/m5/Cart MAME/	mame_libretro m5 -cart1		https://archive.org/download/mame-sl/mame-sl/m5_cart.zip/m5_cart/
/m5/Cass MAME/	mame_libretro m5 -cart1 m5_cart:basici -autoboot_command 'CHAIN\n' -autoboot_delay 5 -cass		https://archive.org/download/mame-sl/mame-sl/m5_cass.zip/m5_cass/
/aquarius/Cart MAME/	mame_libretro aquarius -cart1		https://archive.org/download/mame-sl/mame-sl/aquarius_cart.zip/aquarius_cart/
/aquarius/Cass MAME/	mame_libretro aquarius -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/aquarius_cass.zip/aquarius_cass/
/adam/TOSEC/	mame_libretro adam -flop1		https://archive.org/download/tosec-main/Coleco/ColecoVision%20ADAM/Compilations/Games/%5BDDP%5D/Coleco%20ColecoVision%20ADAM%20-%20Compilations%20-%20Games%20-%20%5BDDP%5D%20%28TOSEC-v2023-08-29%29.zip/
/adam/App/	mame_libretro adam -flop1		https://archive.org/download/tosec-main/Coleco/ColecoVision%20ADAM/Applications/%5BBAS%5D/Coleco%20ColecoVision%20ADAM%20-%20Applications%20-%20%5BBAS%5D%20%28TOSEC-v2011-08-31%29.zip/
/adam/Edu [DDP]/	mame_libretro adam -flop1		https://archive.org/download/tosec-main/Coleco/ColecoVision%20ADAM/Educational/%5BDDP%5D/Coleco%20ColecoVision%20ADAM%20-%20Educational%20-%20%5BDDP%5D%20%28TOSEC-v2023-08-29%29.zip/
/adam/MAME/	mame_libretro adam -flop1		https://archive.org/download/mame-sl/mame-sl/adam_flop.zip/adam_flop/
/adam/Cass MAME/	mame_libretro adam -cass		https://archive.org/download/mame-sl/mame-sl/adam_cass.zip/adam_cass/
/adam/Cart MAME/	mame_libretro adam -cart1		https://archive.org/download/mame-sl/mame-sl/adam_cart.zip/adam_cart/
/spectravideo/Games/	bluemsx_libretro		https://archive.org/download/tosec-main/Spectravideo/SVI-318%20%26%20SVI-328/Games/%5BBIN%5D/Spectravideo%20SVI-318%20%26%20SVI-328%20-%20Games%20-%20%5BBIN%5D%20%28TOSEC-v2025-01-15%29.zip/
/spectravideo/Various/	bluemsx_libretro		https://archive.org/download/tosec-main/Spectravideo/SVI-318%20%26%20SVI-328/Various/%5BBIN%5D/Spectravideo%20SVI-318%20%26%20SVI-328%20-%20Various%20-%20%5BBIN%5D%20%28TOSEC-v2014-05-29%29.zip/
/spectravideo/MAME/	mame_libretro svi318 -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/svi318_cass.zip/svi318_cass/
/mtx/Cart MAME/	mame_libretro mtx512 -cart1		https://archive.org/download/mame-sl/mame-sl/mtx_cart.zip/mtx_cart/
/mtx/Cass MAME/	mame_libretro mtx512 -autoboot_command 'LOAD ""\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/mtx_cass.zip/mtx_cass/
/mtx/Flop MAME/	mame_libretro mtx512 -exp_ext sdxbas -flop1		https://archive.org/download/mame-sl/mame-sl/mtx_flop.zip/mtx_flop/
