/c64/Edu [P00]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BP00%5D/Commodore%20C64%20-%20Educational%20-%20%5BP00%5D%20%28TOSEC-v2025-01-07%29.zip/
/c64/Edu [PRG]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BPRG%5D/Commodore%20C64%20-%20Educational%20-%20%5BPRG%5D%20%28TOSEC-v2025-01-07%29.zip/
/c64/Edu [SDA]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BSDA%5D/Commodore%20C64%20-%20Educational%20-%20%5BSDA%5D%20%28TOSEC-v2023-05-19%29.zip/
/c64/Edu [T64]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BT64%5D/Commodore%20C64%20-%20Educational%20-%20%5BT64%5D%20%28TOSEC-v2025-01-07%29.zip/
/c64/Edu [TAP]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BTAP%5D/Commodore%20C64%20-%20Educational%20-%20%5BTAP%5D%20%28TOSEC-v2025-01-03%29.zip/
/c64/Edu [Z64]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BZ64%5D/Commodore%20C64%20-%20Educational%20-%20%5BZ64%5D%20%28TOSEC-v2024-06-29%29.zip/
/c64/Cart MAME/	mame_libretro c64 -cart		https://archive.org/download/mame-sl/mame-sl/c64_cart.zip/c64_cart/
/c64/Cass MAME/	mame_libretro c64 -autoboot_command 'LOAD\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/c64_cass.zip/c64_cass/
/c64/Flop Orig MAME/	mame_libretro c64 -flop		https://archive.org/download/mame-sl/mame-sl/c64_flop_orig.zip/c64_flop_orig/
/c64/Flop Misc MAME/	mame_libretro c64 -flop		https://archive.org/download/mame-sl/mame-sl/c64_flop_misc.zip/c64_flop_misc/
/c128/Games/	vice_x128_libretro		https://archive.org/download/tosec-main/Commodore/C128/Games/CPM/%5BD71%5D/Commodore%20C128%20-%20Games%20-%20CPM%20-%20%5BD71%5D%20%28TOSEC-v2018-03-25%29.zip/
/c128/App/	vice_x128_libretro		https://archive.org/download/tosec-main/Commodore/C128/Applications/CPM/%5BD64%5D/Commodore%20C128%20-%20Applications%20-%20CPM%20-%20%5BD64%5D%20%28TOSEC-v2018-03-25%29.zip/
/c128/Demo [D64]/	vice_x128_libretro		https://archive.org/download/tosec-main/Commodore/C128/Demos/%5BD64%5D/Commodore%20C128%20-%20Demos%20-%20%5BD64%5D%20%28TOSEC-v2021-07-23%29.zip/
/c128/Demo [PRG]/	vice_x128_libretro		https://archive.org/download/tosec-main/Commodore/C128/Demos/%5BPRG%5D/Commodore%20C128%20-%20Demos%20-%20%5BPRG%5D%20%28TOSEC-v2024-07-03%29.zip/
/c128/Demo [SFX]/	vice_x128_libretro		https://archive.org/download/tosec-main/Commodore/C128/Demos/%5BSFX%5D/Commodore%20C128%20-%20Demos%20-%20%5BSFX%5D%20%28TOSEC-v2018-10-26%29.zip/
/c128/Demo [T64]/	vice_x128_libretro		https://archive.org/download/tosec-main/Commodore/C128/Demos/%5BT64%5D/Commodore%20C128%20-%20Demos%20-%20%5BT64%5D%20%28TOSEC-v2020-04-19%29.zip/
/c128/Edu [D64]/	vice_x128_libretro		https://archive.org/download/tosec-main/Commodore/C128/Educational/%5BD64%5D/Commodore%20C128%20-%20Educational%20-%20%5BD64%5D%20%28TOSEC-v2018-12-05%29.zip/
/c128/Edu [G64]/	vice_x128_libretro		https://archive.org/download/tosec-main/Commodore/C128/Educational/%5BG64%5D/Commodore%20C128%20-%20Educational%20-%20%5BG64%5D%20%28TOSEC-v2021-07-14%29.zip/
/c128/Edu [NIB]/	vice_x128_libretro		https://archive.org/download/tosec-main/Commodore/C128/Educational/%5BNIB%5D/Commodore%20C128%20-%20Educational%20-%20%5BNIB%5D%20%28TOSEC-v2021-07-14%29.zip/
/c128/Cart MAME/	mame_libretro c128 -cart		https://archive.org/download/mame-sl/mame-sl/c128_cart.zip/c128_cart/
/c128/Flop MAME/	mame_libretro c128 -flop		https://archive.org/download/mame-sl/mame-sl/c128_flop.zip/c128_flop/
/c128/Rom MAME/	mame_libretro c128 -rom		https://archive.org/download/mame-sl/mame-sl/c128_rom.zip/c128_rom/
/amiga500/NoIntro/	puae_libretro		https://archive.org/download/ni-roms/roms/Commodore%20-%20Amiga.zip/
/amiga500/Games ADF/	puae_libretro		https://archive.org/download/tosec-main/Commodore/Amiga/Games/%5BADF%5D/Commodore%20Amiga%20-%20Games%20-%20%5BADF%5D%20%28TOSEC-v2025-01-30%29.zip/
/amiga500/Games SPS/	puae_libretro		https://archive.org/download/tosec-main/Commodore/Amiga/Games/SPS/Commodore%20Amiga%20-%20Games%20-%20SPS%20%28TOSEC-v2025-01-13%29.zip/
/amiga500/Games EXE/	puae_libretro		https://archive.org/download/tosec-main/Commodore/Amiga/Games/%5BEXE%5D/Commodore%20Amiga%20-%20Games%20-%20%5BEXE%5D%20%28TOSEC-v2011-11-01%29.zip/
/amiga500/Compilations/	puae_libretro		https://archive.org/download/tosec-main/Commodore/Amiga/Compilations/Games/Commodore%20Amiga%20-%20Compilations%20-%20Games%20%28TOSEC-v2023-01-13%29.zip/
/amiga500/Edu/	puae_libretro		https://archive.org/download/tosec-main/Commodore/Amiga/Educational/SPS/Commodore%20Amiga%20-%20Educational%20-%20SPS%20%28TOSEC-v2024-12-08%29.zip/
/amiga500/Applications/	puae_libretro		https://archive.org/download/tosec-main/Commodore/Amiga/Applications/Data/Commodore%20Amiga%20-%20Applications%20-%20Data%20%28TOSEC-v2025-01-08%29.zip/
/amiga500/Demo Animations and Videos/	puae_libretro		https://archive.org/download/tosec-main/Commodore/Amiga/Demos/Animations%20and%20Videos/Commodore%20Amiga%20-%20Demos%20-%20Animations%20and%20Videos%20%28TOSEC-v2025-01-12%29.zip/
/amiga500/Demo Music/	puae_libretro		https://archive.org/download/tosec-main/Commodore/Amiga/Demos/Music/Commodore%20Amiga%20-%20Demos%20-%20Music%20%28TOSEC-v2025-01-09%29.zip/
/amiga500/Demo Packs/	puae_libretro		https://archive.org/download/tosec-main/Commodore/Amiga/Demos/Packs/Commodore%20Amiga%20-%20Demos%20-%20Packs%20%28TOSEC-v2024-09-29%29.zip/
/amiga500/Demo Slideshows/	puae_libretro		https://archive.org/download/tosec-main/Commodore/Amiga/Demos/Slideshows/Commodore%20Amiga%20-%20Demos%20-%20Slideshows%20%28TOSEC-v2025-01-16%29.zip/
/amiga500/Demo Various/	puae_libretro		https://archive.org/download/tosec-main/Commodore/Amiga/Demos/Various/%5BADF%5D/Commodore%20Amiga%20-%20Demos%20-%20Various%20-%20%5BADF%5D%20%28TOSEC-v2025-01-18%29.zip/
/amiga500/Demo Various/	puae_libretro		https://archive.org/download/tosec-main/Commodore/Amiga/Demos/Various/%5BEXE%5D/Commodore%20Amiga%20-%20Demos%20-%20Various%20-%20%5BEXE%5D%20%28TOSEC-v2016-12-20%29.zip/
/amiga500/Edu [ADF]/	puae_libretro		https://archive.org/download/tosec-main/Commodore/Amiga/Educational/%5BADF%5D/Commodore%20Amiga%20-%20Educational%20-%20%5BADF%5D%20%28TOSEC-v2025-01-11%29.zip/
/amiga500/Edu [Unofficial IPF]/	puae_libretro		https://archive.org/download/tosec-main/Commodore/Amiga/Educational/%5BUnofficial%20IPF%5D/Commodore%20Amiga%20-%20Educational%20-%20%5BUnofficial%20IPF%5D%20%28TOSEC-v2025-01-11%29.zip/
/amiga500/Flop MAME/	mame_libretro a500 -flop		https://archive.org/download/mame-sl/mame-sl/amiga_flop.zip/amiga_flop/
/amiga500/ECS Flop MAME/	mame_libretro a600 -flop		https://archive.org/download/mame-sl/mame-sl/amigaecs_flop.zip/amigaecs_flop/
/amiga500/OCS Flop MAME/	mame_libretro a500 -flop		https://archive.org/download/mame-sl/mame-sl/amigaocs_flop.zip/amigaocs_flop/
/amiga500/AGA Flop MAME/	mame_libretro a1200 -flop		https://archive.org/download/mame-sl/mame-sl/amigaaga_flop.zip/amigaaga_flop/
/amiga1200/Redump/	puae_libretro	cue	https://archive.org/download/noaen-redump-commodore-amiga-cd/
/amiga1200/ISO/	puae_libretro	cue	https://archive.org/download/tosec-iso-commodore/Amiga/CD/Games/%5BISO%5D/
/amiga1200/App/	puae_libretro	cue	https://archive.org/download/tosec-iso-commodore/Amiga/CD/Applications/%5BISO%5D/
/amiga1200/Multimedia/	puae_libretro	cue	https://archive.org/download/tosec-iso-commodore/Amiga/CD/Multimedia/%5BISO%5D/
/amigacd32/Redump/	puae_libretro	cue	https://archive.org/download/noaen-redump-commodore-amiga-cd32/
/amigacd32/ISO/	puae_libretro	cue	https://archive.org/download/tosec-iso-commodore/Amiga%20CD32/Games/%5BISO%5D/
/amigacd32/App/	puae_libretro	cue	https://archive.org/download/tosec-iso-commodore/Amiga%20CD32/Applications/
/amigacd32/Edu/	puae_libretro	cue	https://archive.org/download/tosec-iso-commodore/Amiga%20CD32/Educational/%5BISO%5D/
/amigacd32/Multimedia/	puae_libretro	cue	https://archive.org/download/tosec-iso-commodore/Amiga%20CD32/Multimedia/%5BISO%5D/
/amigacd32/CHD/	mame_libretro cd32 -cdrm		https://archive.org/download/mame-software-list-chds-2/cd32/
/nes/NoIntro/	nestopia_libretro		https://archive.org/download/ni-roms/roms/Nintendo%20-%20Nintendo%20Entertainment%20System%20%28Headered%29.zip/
/nes/Games NES/	nestopia_libretro		https://archive.org/download/tosec-main/Nintendo/Famicom%20%26%20Entertainment%20System/Games/%5BNES%5D/Nintendo%20Famicom%20%26%20Entertainment%20System%20-%20Games%20-%20%5BNES%5D%20%28TOSEC-v2025-01-15%29.zip/
/nes/Games UNF/	nestopia_libretro		https://archive.org/download/tosec-main/Nintendo/Famicom%20%26%20Entertainment%20System/Games/%5BUNF%5D/Nintendo%20Famicom%20%26%20Entertainment%20System%20-%20Games%20-%20%5BUNF%5D%20%28TOSEC-v2011-02-22%29.zip/
/nes/Demo [NES]/	nestopia_libretro		https://archive.org/download/tosec-main/Nintendo/Famicom%20%26%20Entertainment%20System/Demos/%5BNES%5D/Nintendo%20Famicom%20%26%20Entertainment%20System%20-%20Demos%20-%20%5BNES%5D%20%28TOSEC-v2025-01-15%29.zip/
/nes/Demo [UNF]/	nestopia_libretro		https://archive.org/download/tosec-main/Nintendo/Famicom%20%26%20Entertainment%20System/Demos/%5BUNF%5D/Nintendo%20Famicom%20%26%20Entertainment%20System%20-%20Demos%20-%20%5BUNF%5D%20%28TOSEC-v2011-02-22%29.zip/
/nes/Edu/	nestopia_libretro		https://archive.org/download/tosec-main/Nintendo/Famicom%20%26%20Entertainment%20System/Educational/Nintendo%20Famicom%20%26%20Entertainment%20System%20-%20Educational%20%28TOSEC-v2011-02-22%29.zip/
/nes/MAME/	mame_libretro nes -cart		https://archive.org/download/mame-sl/mame-sl/nes.zip/nes/
/nes/ADE MAME/	mame_libretro nes -cart		https://archive.org/download/mame-sl/mame-sl/nes_ade.zip/nes_ade/
/nes/NTB MAME/	mame_libretro nes -cart1 nes:nantbb -cart2		https://archive.org/download/mame-sl/mame-sl/nes_ntbrom.zip/nes_ntbrom/
/famicom/Cass MAME/	mame_libretro famicom famibs30 -cass		https://archive.org/download/mame-sl/mame-sl/famicom_cass.zip/famicom_cass/
/fds/Disk System NoIntro/	nestopia_libretro		https://archive.org/download/ni-roms/roms/Nintendo%20-%20Family%20Computer%20Disk%20System%20%28FDS%29.zip/
/fds/Disk System TOSEC/	nestopia_libretro		https://archive.org/download/tosec-main/Nintendo/Famicom%20Disk%20System/Games/%5BFDS%5D/Nintendo%20Famicom%20Disk%20System%20-%20Games%20-%20%5BFDS%5D%20%28TOSEC-v2025-01-15%29.zip/
/fds/Demo/	nestopia_libretro		https://archive.org/download/tosec-main/Nintendo/Famicom%20Disk%20System/Demos/Nintendo%20Famicom%20Disk%20System%20-%20Demos%20%28TOSEC-v2018-03-08%29.zip/
/fds/Edu/	nestopia_libretro		https://archive.org/download/tosec-main/Nintendo/Famicom%20Disk%20System/Educational/Nintendo%20Famicom%20Disk%20System%20-%20Educational%20%28TOSEC-v2018-03-08%29.zip/
/fds/Disk System MAME/	mame_libretro fds -flop		https://archive.org/download/mame-sl/mame-sl/famicom_flop.zip/famicom_flop/
/snes/NoIntro/	snes9x_libretro		https://archive.org/download/ni-roms/roms/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System.zip/
/snes/TOSEC/	snes9x_libretro		https://archive.org/download/tosec-main/Nintendo/Super%20Famicom%20%26%20Super%20Entertainment%20System/Games/Nintendo%20Super%20Famicom%20%26%20Super%20Entertainment%20System%20-%20Games%20%28TOSEC-v2025-01-15%29.zip/
/snes/Demo/	snes9x_libretro		https://archive.org/download/tosec-main/Nintendo/Super%20Famicom%20%26%20Super%20Entertainment%20System/Demos/Nintendo%20Super%20Famicom%20%26%20Super%20Entertainment%20System%20-%20Demos%20%28TOSEC-v2025-01-15%29.zip/
/snes/Edu/	snes9x_libretro		https://archive.org/download/tosec-main/Nintendo/Super%20Famicom%20%26%20Super%20Entertainment%20System/Educational/Nintendo%20Super%20Famicom%20%26%20Super%20Entertainment%20System%20-%20Educational%20%28TOSEC-v2011-08-13%29.zip/
/snes/MAME/	mame_libretro snes -cart		https://archive.org/download/mame-sl/mame-sl/snes.zip/snes/
/snes/ST MAME/	mame_libretro snes -cart1 snes:sufami -cart2		https://archive.org/download/mame-sl/mame-sl/snes_strom.zip/snes_strom/
/snes/BS-X MAME/	mame_libretro snes -cart		https://archive.org/download/mame-sl/mame-sl/snes_bspack.zip/snes_bspack/
/snes-msu1/SNES MSU-1/	snes9x_libretro		https://archive.org/download/snes-msu-1-games/
/satellaview/NoIntro/	snes9x_libretro		https://archive.org/download/ni-roms/roms/Nintendo%20-%20Satellaview.zip/
/sufami/NoIntro/	snes9x_libretro		https://archive.org/download/ni-roms/roms/Nintendo%20-%20Sufami%20Turbo.zip/
/sufami/TOSEC/	snes9x_libretro		https://archive.org/download/tosec-main/Nintendo/Sufami%20Turbo/Games/Nintendo%20Sufami%20Turbo%20-%20Games%20%28TOSEC-v2021-12-11%29.zip/
/sgb/NoIntro/	mesen-s_libretro		https://archive.org/download/ni-roms/roms/Nintendo%20-%20Game%20Boy.zip/
/sgb/TOSEC/	mesen-s_libretro		https://archive.org/download/tosec-main/Nintendo/Game%20Boy/Games/Nintendo%20Game%20Boy%20-%20Games%20%28TOSEC-v2024-07-03%29.zip/
/sgb/Demo/	mesen-s_libretro		https://archive.org/download/tosec-main/Nintendo/Game%20Boy/Demos/Nintendo%20Game%20Boy%20-%20Demos%20%28TOSEC-v2025-01-15%29.zip/
/sgb/Edu/	mesen-s_libretro		https://archive.org/download/tosec-main/Nintendo/Game%20Boy/Educational/Nintendo%20Game%20Boy%20-%20Educational%20%28TOSEC-v2022-12-21%29.zip/
/sgb/MAME/	mame_libretro supergb -cart		https://archive.org/download/mame-sl/mame-sl/gameboy.zip/gameboy/
/n64/NoIntro/	mupen64plus_next_libretro		https://archive.org/download/ni-roms/roms/Nintendo%20-%20Nintendo%2064%20%28ByteSwapped%29.zip/
/n64/TOSEC/	mupen64plus_next_libretro		https://archive.org/download/tosec-main/Nintendo/64/Games/Nintendo%2064%20-%20Games%20%28TOSEC-v2025-01-15%29.zip/
/n64/Demo/	mupen64plus_next_libretro		https://archive.org/download/tosec-main/Nintendo/64/Demos/Nintendo%2064%20-%20Demos%20%28TOSEC-v2025-01-15%29.zip/
/n64/Edu/	mupen64plus_next_libretro		https://archive.org/download/tosec-main/Nintendo/64/Educational/Nintendo%2064%20-%20Educational%20%28TOSEC-v2011-08-13%29.zip/
/n64/MAME/	mame_libretro n64 -cart		https://archive.org/download/mame-sl/mame-sl/n64.zip/n64/
/n64dd/MAME/	mame_libretro n64dd -hard		https://archive.org/download/mame-sl/mame-sl/n64dd.zip/n64dd/
/n64dd/Games NDD/	mame_libretro n64dd -hard		https://archive.org/download/tosec-main/Nintendo/64DD/Games/%5BNDD%5D/Nintendo%2064DD%20-%20Games%20-%20%5BNDD%5D%20%28TOSEC-v2021-07-25%29.zip/
/gamecube/ISO/	dolphin_libretro	iso	https://archive.org/download/gamecubecollectionbyblopez/
/wii/Redump/	dolphin_libretro		https://archive.org/download/redumpwiipalrvz/
/pokemini/NoIntro/	pokemini_libretro		https://archive.org/download/ni-roms/roms/Nintendo%20-%20Pokemon%20Mini.zip/
/pokemini/TOSEC/	pokemini_libretro		https://archive.org/download/tosec-main/Nintendo/Pokemon%20Mini/Games/Nintendo%20Pokemon%20Mini%20-%20Games%20%28TOSEC-v2022-06-08%29.zip/
/pokemini/MAME/	mame_libretro pokemini -cart		https://archive.org/download/mame-sl/mame-sl/pokemini.zip/pokemini/
/virtualboy/NoIntro/	mednafen_vb_libretro		https://archive.org/download/ni-roms/roms/Nintendo%20-%20Virtual%20Boy.zip/
/virtualboy/TOSEC/	mednafen_vb_libretro		https://archive.org/download/tosec-main/Nintendo/Virtual%20Boy/Games/Nintendo%20Virtual%20Boy%20-%20Games%20%28TOSEC-v2022-06-08%29.zip/
/virtualboy/Demo/	mednafen_vb_libretro		https://archive.org/download/tosec-main/Nintendo/Virtual%20Boy/Demos/Nintendo%20Virtual%20Boy%20-%20Demos%20%28TOSEC-v2012-04-13%29.zip/
/virtualboy/MAME/	mame_libretro vboy -cart		https://archive.org/download/mame-sl/mame-sl/vboy.zip/vboy/
/gb/NoIntro/	sameboy_libretro		https://archive.org/download/ni-roms/roms/Nintendo%20-%20Game%20Boy.zip/
/gb/TOSEC/	sameboy_libretro		https://archive.org/download/tosec-main/Nintendo/Game%20Boy/Games/Nintendo%20Game%20Boy%20-%20Games%20%28TOSEC-v2024-07-03%29.zip/
/gb/Demo/	sameboy_libretro		https://archive.org/download/tosec-main/Nintendo/Game%20Boy/Demos/Nintendo%20Game%20Boy%20-%20Demos%20%28TOSEC-v2025-01-15%29.zip/
/gb/Edu/	sameboy_libretro		https://archive.org/download/tosec-main/Nintendo/Game%20Boy/Educational/Nintendo%20Game%20Boy%20-%20Educational%20%28TOSEC-v2022-12-21%29.zip/
/gb/MAME/	mame_libretro gameboy -cart		https://archive.org/download/mame-sl/mame-sl/gameboy.zip/gameboy/
/gbc/NoIntro/	sameboy_libretro		https://archive.org/download/ni-roms/roms/Nintendo%20-%20Game%20Boy%20Color.zip/
/gbc/Games GBC/	sameboy_libretro		https://archive.org/download/tosec-main/Nintendo/Game%20Boy%20Color/Games/%5BGBC%5D/Nintendo%20Game%20Boy%20Color%20-%20Games%20-%20%5BGBC%5D%20%28TOSEC-v2025-01-15%29.zip/
/gbc/Games GBX/	sameboy_libretro		https://archive.org/download/tosec-main/Nintendo/Game%20Boy%20Color/Games/%5BGBX%5D/Nintendo%20Game%20Boy%20Color%20-%20Games%20-%20%5BGBX%5D%20%28TOSEC-v2024-07-03%29.zip/
/gbc/Demo/	sameboy_libretro		https://archive.org/download/tosec-main/Nintendo/Game%20Boy%20Color/Demos/Nintendo%20Game%20Boy%20Color%20-%20Demos%20%28TOSEC-v2025-01-15%29.zip/
/gbc/MAME/	mame_libretro gbcolor -cart		https://archive.org/download/mame-sl/mame-sl/gbcolor.zip/gbcolor/
/gba/NoIntro/	mgba_libretro		https://archive.org/download/ni-roms/roms/Nintendo%20-%20Game%20Boy%20Advance.zip/
/gba/TOSEC/	mgba_libretro		https://archive.org/download/tosec-main/Nintendo/Game%20Boy%20Advance/Games/Nintendo%20Game%20Boy%20Advance%20-%20Games%20%28TOSEC-v2025-01-15%29.zip/
/gba/Demo/	mgba_libretro		https://archive.org/download/tosec-main/Nintendo/Game%20Boy%20Advance/Demos/Nintendo%20Game%20Boy%20Advance%20-%20Demos%20%28TOSEC-v2025-01-15%29.zip/
/gba/MAME/	mame_libretro gba -cart		https://archive.org/download/mame-sl/mame-sl/gba.zip/gba/
/gba/e-Reader MAME/	mame_libretro gba -cart		https://archive.org/download/mame-sl/mame-sl/gba_ereader.zip/gba_ereader/
/nds/DS NoIntro/	melonds_libretro		https://archive.org/download/ni-n-ds-dec_202401/
/nds/DS Download/	melonds_libretro		https://archive.org/download/ni-roms/roms/Nintendo%20-%20Nintendo%20DS%20%28Download%20Play%29.zip/
/nds/DS TOSEC/	melonds_libretro		https://archive.org/download/tosec-main/Nintendo/DS/Games/Nintendo%20DS%20-%20Games%20%28TOSEC-v2025-01-15%29.zip/
/nds/Demo/	melonds_libretro		https://archive.org/download/tosec-main/Nintendo/DS/Demos/Nintendo%20DS%20-%20Demos%20%28TOSEC-v2025-01-15%29.zip/
/nds/Edu/	melonds_libretro		https://archive.org/download/tosec-main/Nintendo/DS/Educational/Nintendo%20DS%20-%20Educational%20%28TOSEC-v2021-07-22%29.zip/
/dsi/NoIntro/	melondsds_libretro		https://archive.org/download/ni-roms/roms/Nintendo%20-%20Nintendo%20DSi%20%28Decrypted%29.zip/
/dsi/TOSEC/	melondsds_libretro		https://archive.org/download/tosec-main/Nintendo/DSi/Games/Nintendo%20DSi%20-%20Games%20%28TOSEC-v2025-01-15%29.zip/
/3ds/NoIntro/	citra_libretro	3ds	https://archive.org/download/nintendo-nintendo-3ds-games-decrypted/Nintendo%20-%20Nintendo%203DS/
/wiiu/Redump/	cemu -g		https://archive.org/download/wii-u-retail-nus-usa/
/svmu/TOSEC/	mame_libretro svmu -quik		https://archive.org/download/tosec-main/Sega/Visual%20Memory%20System/Games/Sega%20Visual%20Memory%20System%20-%20Games%20%28TOSEC-v2023-08-29%29.zip/
/svmu/Demo/	mame_libretro svmu -quik		https://archive.org/download/tosec-main/Sega/Visual%20Memory%20System/Demos/Sega%20Visual%20Memory%20System%20-%20Demos%20%28TOSEC-v2023-08-29%29.zip/
/svmu/MAME/	mame_libretro svmu -quik		https://archive.org/download/mame-sl/mame-sl/svmu.zip/svmu/
/sg1000/NoIntro/	gearsystem_libretro		https://archive.org/download/ni-roms/roms/Sega%20-%20SG-1000.zip/
/sg1000/TOSEC/	gearsystem_libretro		https://archive.org/download/tosec-main/Sega/Game%201000/Games/Sega%20Game%201000%20-%20Games%20%28TOSEC-v2025-01-15%29.zip/
/sg1000/Demo [BIN]/	gearsystem_libretro		https://archive.org/download/tosec-main/Sega/Game%201000/Demos/%5BBIN%5D/Sega%20Game%201000%20-%20Demos%20-%20%5BBIN%5D%20%28TOSEC-v2025-01-15%29.zip/
/sg1000/MAME/	mame_libretro sg1000 -cart		https://archive.org/download/mame-sl/mame-sl/sg1000.zip/sg1000/
/sc3000/App/	mame_libretro sc3000 -cart		https://archive.org/download/tosec-main/Sega/Computer%203000/Applications/Sega%20Computer%203000%20-%20Applications%20%28TOSEC-v2011-11-01%29.zip/
/sc3000/Edu/	mame_libretro sc3000 -cart		https://archive.org/download/tosec-main/Sega/Computer%203000/Educational/Sega%20Computer%203000%20-%20Educational%20%28TOSEC-v2011-11-01%29.zip/
/sc3000/WAV/	mame_libretro sc3000 -autoboot_command 'LOAD\n' -autoboot_delay 5 -cass		https://archive.org/download/tosec-main/Sega/Computer%203000/Games/%5BROM%5D/Sega%20Computer%203000%20-%20Games%20-%20%5BROM%5D%20%28TOSEC-v2025-01-15%29.zip/
/sc3000/Cart MAME/	mame_libretro sc3000 -cart		https://archive.org/download/mame-sl/mame-sl/sc3000_cart.zip/sc3000_cart/
/sc3000/Cass MAME/	mame_libretro sc3000 -autoboot_command 'LOAD\n' -autoboot_delay 5 -cass		https://archive.org/download/mame-sl/mame-sl/sc3000_cass.zip/sc3000_cass/
/sc3000/Flop MAME/	mame_libretro sf7000 -flop		https://archive.org/download/mame-sl/mame-sl/sf7000.zip/sf7000/
/segaai/MAME/	mame_libretro segaai -card		https://archive.org/download/mame-sl/mame-sl/segaai.zip/segaai/
/mastersystem/NoIntro/	gearsystem_libretro		https://archive.org/download/ni-roms/roms/Sega%20-%20Master%20System%20-%20Mark%20III.zip/
/mastersystem/TOSEC/	gearsystem_libretro		https://archive.org/download/tosec-main/Sega/Mark%20III%20%26%20Master%20System/Games/Sega%20Mark%20III%20%26%20Master%20System%20-%20Games%20%28TOSEC-v2025-01-15%29.zip/
/mastersystem/Demo/	gearsystem_libretro		https://archive.org/download/tosec-main/Sega/Mark%20III%20%26%20Master%20System/Demos/Sega%20Mark%20III%20%26%20Master%20System%20-%20Demos%20%28TOSEC-v2025-01-15%29.zip/
/mastersystem/Edu/	gearsystem_libretro		https://archive.org/download/tosec-main/Sega/Mark%20III%20%26%20Master%20System/Educational/Sega%20Mark%20III%20%26%20Master%20System%20-%20Educational%20%28TOSEC-v2010-12-22%29.zip/
/mastersystem/MAME/	mame_libretro sms -cart		https://archive.org/download/mame-sl/mame-sl/sms.zip/sms/
/megadrive/NoIntro/	genesis_plus_gx_libretro		https://archive.org/download/ni-roms/roms/Sega%20-%20Mega%20Drive%20-%20Genesis.zip/
/megadrive/TOSEC/	genesis_plus_gx_libretro		https://archive.org/download/tosec-main/Sega/Mega%20Drive%20%26%20Genesis/Games/%5BBIN%5D/Sega%20Mega%20Drive%20%26%20Genesis%20-%20Games%20-%20%5BBIN%5D%20%28TOSEC-v2025-01-15%29.zip/
/megadrive/Demo/	genesis_plus_gx_libretro		https://archive.org/download/tosec-main/Sega/Mega%20Drive%20%26%20Genesis/Demos/Sega%20Mega%20Drive%20%26%20Genesis%20-%20Demos%20%28TOSEC-v2024-07-03%29.zip/
/megadrive/Edu/	genesis_plus_gx_libretro		https://archive.org/download/tosec-main/Sega/Mega%20Drive%20%26%20Genesis/Educational/Sega%20Mega%20Drive%20%26%20Genesis%20-%20Educational%20%28TOSEC-v2020-07-12%29.zip/
/megadrive/MAME/	mame_libretro megadriv -cart		https://archive.org/download/mame-sl/mame-sl/megadriv.zip/megadriv/
/megadrive/Mega-Tech MAME/	mame_libretro megatech -cart		https://archive.org/download/mame-sl/mame-sl/megatech.zip/megatech/
/megadrive-msu/Sega MSU-MD/	genesis_plus_gx_libretro	md	https://archive.org/download/SegaMD-Enhanced-ROMs/ROMs/Sega%20-%20Mega%20Drive%20-%20MSU-MD/
/pico/NoIntro/	picodrive_libretro		https://archive.org/download/ni-roms/roms/Sega%20-%20PICO.zip/
/pico/TOSEC/	picodrive_libretro		https://archive.org/download/tosec-main/Sega/Pico/Educational/Sega%20Pico%20-%20Educational%20%28TOSEC-v2017-10-22%29.zip/
/pico/MAME/	mame_libretro pico -cart		https://archive.org/download/mame-sl/mame-sl/pico.zip/pico/
/beena/NoIntro/	mame_libretro beena -cart		https://archive.org/download/ni-roms/roms/Sega%20-%20Beena.zip/
/beena/TOSEC/	mame_libretro beena -cart		https://archive.org/download/tosec-main/Sega/Advanced%20Pico%20Beena/Educational/Sega%20Advanced%20Pico%20Beena%20-%20Educational%20%28TOSEC-v2021-07-25%29.zip/
/beena/MAME/	mame_libretro beena -cart		https://archive.org/download/mame-sl/mame-sl/sega_beena_cart.zip/sega_beena_cart/
/sega32x/NoIntro/	picodrive_libretro		https://archive.org/download/ni-roms/roms/Sega%20-%2032X.zip/
/sega32x/TOSEC/	picodrive_libretro		https://archive.org/download/tosec-main/Sega/32X/Games/Sega%2032X%20-%20Games%20%28TOSEC-v2024-07-03%29.zip/
/sega32x/Demo/	picodrive_libretro		https://archive.org/download/tosec-main/Sega/32X/Demos/Sega%2032X%20-%20Demos%20%28TOSEC-v2022-06-08%29.zip/
/sega32x/MAME/	mame_libretro 32x -cart		https://archive.org/download/mame-sl/mame-sl/32x.zip/32x/
/megacd/Redump/	picodrive_libretro	cue	https://archive.org/download/sega-mega-cd-sega-cd-redump/
